indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
28837,70567030,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28838,71741265,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28839,66552745,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28840,70383631,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28841,62600792,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28842,67017532,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28843,56144232,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28844,68234236,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28845,69895765,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28846,67380225,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28847,71741086,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28848,67378904,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28849,68834722,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28850,62043839,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28851,66698107,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28852,68513481,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28853,69473170,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28854,69732092,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28855,70568180,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28856,69732182,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28857,71275564,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28858,70734284,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28859,69471150,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28860,67772878,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28861,68514663,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28862,68234521,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28863,71275549,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28864,71528781,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28865,70383096,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28866,53033083,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28867,70146254,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28868,71528518,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28869,70383382,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28870,68512688,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28871,67772896,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28872,71741832,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28873,71528795,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28874,69891642,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28875,68834611,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28876,51289488,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28877,67379031,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28878,68234001,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28879,69473609,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28880,66552517,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28881,67378804,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28882,69471238,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28883,68514288,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28884,69732045,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28885,70735633,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28886,69470872,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28887,68837349,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28888,65619895,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28889,52034499,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28890,71275936,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28891,67378801,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28892,68514566,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28893,70735148,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28894,67379035,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28895,67773548,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28896,69732189,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28897,68832343,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28898,71528430,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28899,32417995,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28900,71740950,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28901,71276517,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28902,70383086,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28903,68591305,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28904,68514828,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28905,71742164,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28906,68233736,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28907,70146250,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28908,66552516,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28909,70734530,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28910,71741763,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28911,70567965,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28912,71742208,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28913,71742283,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28914,71276947,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28915,25452680,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28916,65318026,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28917,70145984,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28918,69470542,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28919,70143402,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28920,68591272,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28921,68512670,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
28922,51294422,ContractTime,whitespace,non-specified,whitespace,replacing all whitespaces with non-specified
